ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Download 1 ID","Download 1 name","Download 1 URL"
76,simple,MEGA-ACCES-01,,"SLN Snapback Dark Blue",1,0,visible,"<ul>\n 	<li>12 months warranty</li>\n 	<li>01 vs 01 pay back</li>\n 	<li>FREE Shipping</li>\n</ul>","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.\n\nBut I must explain to you how all this mistaken idea of denouncing pleasure and praising pain was born and I will give you a complete account of the system, and expound the actual teachings of the great explorer of the truth, the master-builder of human happiness. No one rejects, dislikes, or avoids pleasure itself, because it is pleasure, but because those who do not know how to pursue pleasure rationally encounter consequences that are extremely painful.\n\nNor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure",,"2025-06-17 23:59:59",taxable,,1,229,,0,0,,,,,1,,400,499,"Labor Products","flash sale",,"http://puca-2.local/wp-content/uploads/2017/09/product-62.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-61.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-60.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-64.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-63.jpg",,,,,,,,,0,,,,,
79,simple,MEGA-WOMEN-13,,"Womens Boucle Cardigan",1,0,visible,"<ul>\n 	<li>12 months warranty</li>\n 	<li>01 vs 01 pay back</li>\n 	<li>FREE Shipping</li>\n</ul>","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.\n\nBut I must explain to you how all this mistaken idea of denouncing pleasure and praising pain was born and I will give you a complete account of the system, and expound the actual teachings of the great explorer of the truth, the master-builder of human happiness. No one rejects, dislikes, or avoids pleasure itself, because it is pleasure, but because those who do not know how to pursue pleasure rationally encounter consequences that are extremely painful.\n\nNor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure",,,taxable,,1,270,,0,0,,,,,1,,,699,"Electronics & Computer","Beats, flash sale",,"http://puca-2.local/wp-content/uploads/2017/09/product-28.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-27.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-29.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-30.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-23.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-22.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-21.jpg",,,,,,,,,0,,,,,
83,"simple, downloadable",MEGA-WOMEN-12,,"Long Sleeve Striped Tee",1,0,visible,"<ul>\n 	<li>12 months warranty</li>\n 	<li>01 vs 01 pay back</li>\n 	<li>FREE Shipping</li>\n</ul>","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.\n\nBut I must explain to you how all this mistaken idea of denouncing pleasure and praising pain was born and I will give you a complete account of the system, and expound the actual teachings of the great explorer of the truth, the master-builder of human happiness. No one rejects, dislikes, or avoids pleasure itself, because it is pleasure, but because those who do not know how to pursue pleasure rationally encounter consequences that are extremely painful.\n\nNor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure",,,taxable,,1,150,,0,0,,,,,1,,,599,"Fashion & Jewellery","deal, flash sale",,"http://puca-2.local/wp-content/uploads/2017/09/product-45.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-42.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-41.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-40.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-39.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-38.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-34.jpg",'-1,'-1,,,,,,,0,,,,,
87,"simple, downloadable",MEGA-WOMEN-11,,"Heritage Crew T Shirt",1,0,visible,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.\n\nBut I must explain to you how all this mistaken idea of denouncing pleasure and praising pain was born and I will give you a complete account of the system, and expound the actual teachings of the great explorer of the truth, the master-builder of human happiness. No one rejects, dislikes, or avoids pleasure itself, because it is pleasure, but because those who do not know how to pursue pleasure rationally encounter consequences that are extremely painful.\n\nNor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure",,,taxable,,1,,,0,0,,,,,1,,,799,"Electronics & Computer",,,"http://puca-2.local/wp-content/uploads/2017/09/product-25.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-24.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-26.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-27.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-20.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-21.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-22.jpg",'-1,'-1,,,,,,,0,,,,,
90,"simple, downloadable",MEGA-WOMEN-10,,"Seam L/S Tee With Tail",1,0,visible,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.\n\nBut I must explain to you how all this mistaken idea of denouncing pleasure and praising pain was born and I will give you a complete account of the system, and expound the actual teachings of the great explorer of the truth, the master-builder of human happiness. No one rejects, dislikes, or avoids pleasure itself, because it is pleasure, but because those who do not know how to pursue pleasure rationally encounter consequences that are extremely painful.\n\nNor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure",,,taxable,,1,,,0,0,,,,,1,,,200,"Labor Products",sale,,"http://puca-2.local/wp-content/uploads/2017/09/product-70.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-69.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-68.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-67.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-66.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-65.jpg",'-1,'-1,,,,,,,0,,,,,
93,"simple, downloadable",MEGA-WOMEN-09,,"Super L/S Linen Tee",1,0,visible,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.\n\nBut I must explain to you how all this mistaken idea of denouncing pleasure and praising pain was born and I will give you a complete account of the system, and expound the actual teachings of the great explorer of the truth, the master-builder of human happiness. No one rejects, dislikes, or avoids pleasure itself, because it is pleasure, but because those who do not know how to pursue pleasure rationally encounter consequences that are extremely painful.\n\nNor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure",,,taxable,,1,,,0,0,,,,,1,,,120,"Food & Meats",sale,,"http://puca-2.local/wp-content/uploads/2017/09/product-56.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-55.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-54.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-53.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-52.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-51.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-50.jpg",'-1,'-1,,,,,,,0,,,,,
96,"simple, downloadable",MEGA-WOMEN-08,,"Oxygen Shirt Hype Stripe",1,0,visible,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.\n\nBut I must explain to you how all this mistaken idea of denouncing pleasure and praising pain was born and I will give you a complete account of the system, and expound the actual teachings of the great explorer of the truth, the master-builder of human happiness. No one rejects, dislikes, or avoids pleasure itself, because it is pleasure, but because those who do not know how to pursue pleasure rationally encounter consequences that are extremely painful.\n\nNor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure",,,taxable,,1,,,0,0,,,,,1,,,175,"Fashion & Jewellery","deal, flash sale",,"http://puca-2.local/wp-content/uploads/2017/09/product-35.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-46.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-47.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-48.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-49.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-34.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-36.jpg",'-1,'-1,,,,,,,0,,,,,
99,simple,MEGA-WOMEN-07,,"Cashmere V Insert Sweat",1,0,visible,"<ul>\n 	<li>12 months warranty</li>\n 	<li>01 vs 01 pay back</li>\n 	<li>FREE Shipping</li>\n</ul>","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.\n\nBut I must explain to you how all this mistaken idea of denouncing pleasure and praising pain was born and I will give you a complete account of the system, and expound the actual teachings of the great explorer of the truth, the master-builder of human happiness. No one rejects, dislikes, or avoids pleasure itself, because it is pleasure, but because those who do not know how to pursue pleasure rationally encounter consequences that are extremely painful.\n\nNor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure",,,taxable,,1,47,,0,0,,,,,1,,,299,"Fashion & Jewellery",sale,,"http://puca-2.local/wp-content/uploads/2017/09/product-78.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-79.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-77.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-76.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-75.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-74.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-80.jpg",,,,,,,,,0,,,,,
315,external,MEGA-WOMEN-06,,"Stripe Heritage Scoop",1,0,visible,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","<p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.</p><p>But I must explain to you how all this mistaken idea of denouncing pleasure and praising pain was born and I will give you a complete account of the system, and expound the actual teachings of the great explorer of the truth, the master-builder of human happiness. No one rejects, dislikes, or avoids pleasure itself, because it is pleasure, but because those who do not know how to pursue pleasure rationally encounter consequences that are extremely painful.</p><p>Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure</p>",,,taxable,,1,,,0,0,,,,,1,,,574,"Electronics & Computer","Beats, deal",,"http://puca-2.local/wp-content/uploads/2017/09/product-31.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-32.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-33.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-25.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-26.jpg, http://puca-2.local/wp-content/uploads/2017/09/product-27.jpg",,,,,,,https://www.amazon.com/Organic-Mountain-Grapefruit/dp/B004W4X4S0/ref=sr_1_4_s_it?s=grocery&ie=UTF8&qid=1503628173&sr=1-4&keywords=grapefruit,,0,,color,Black,0,1
316,variation,,,"Stripe Heritage Scoop - Green",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,20,,,,,,,MEGA-WOMEN-06,,,,,,1,,color,Green,,1
