ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global"
3569,variable,CJXFLPJY00674,"Distance Measuring Instrument Electronic Measuring Ruler Tape Measure High Definition Digital LCD High Precision Electronic Measuring Ruler Tool",1,0,visible,,"<p>\n <b>Overview:</b>\n</p>\n<p>- Mini size, convenient and practical.</p>\n<p>- Lightweight to 35g, compact and portable.</p>\n<p>- 8 functions, simple operation with three keys.</p>\n<p>- 99 meters long distance measurement.</p>\n<p>- Lithium battery direct charge, 200 days long standby.</p>\n<p>\n <img src=""https://cf.cjdropshipping.com/16993152/1721751421222785024.jpg"">\n <br>\n <b>Product information:</b>\n <br>\n Shell material: aluminum alloy + silica gel\n <br>\n Screen: 1.8 inch va lcd display\n <br>\n Shell technology: fine polishing + frosted sandblasting\n <br>\n Screen coverage: 4h super hard\n <br>\n Size: 53*15mm (diameter * thickness)\n <br>\n Net weight: 35g\n <br>\n Single measurement distance: up to 9.99 meters\n <br>\n Cumulative scale: maximum 99.99 meters\n <br>\n Accuracy: 0.5%, stepless support adjustment\n <br>\n Backlight time: 30-180 seconds\n <br>\n Buzzer: On/Off\n <br>\n Battery: 200mah 0.74wh\n</p>\n<p>\n <b>\n  <font size=""2"">Tips: The product function does not include laser and infrared</font>\n </b>\n</p>\n<p>\n <b>\n  <font size=""2"">\n   <br>\n  </font>\n </b>\n</p>\n<p>\n <b>Packing list:</b>\n <br>\n 1 x electronic ruler\n <br>\n 1 x type c charging cable\n</p>\n<p>\n <img src=""https://cf.cjdropshipping.com/16993152/1721751421965176832.jpg"" style=""max-width:100%"">\n <img src=""https://cf.cjdropshipping.com/16993152/1721751422111977472.jpg"" style=""max-width: 100%"" width=""1000"" height=""1000"">\n <img src=""https://cf.cjdropshipping.com/16993152/1721751422334275584.jpg"" style=""max-width: 100%"" width=""1000"" height=""1000"">\n <img src=""https://cf.cjdropshipping.com/16993152/1721751422556573696.jpg"" style=""font-size: 1em;max-width: 100%"">\n <img src=""https://cf.cjdropshipping.com/16993152/1721751422971809792.jpg"" style=""font-size: 1em;max-width: 100%"">\n <img src=""https://cf.cjdropshipping.com/16993152/1721751423496097792.jpg"" style=""font-size: 1em;max-width: 100%"">\n <img src=""https://cf.cjdropshipping.com/16993152/1721751423701618688.jpg"" style=""font-size: 1em;max-width: 100%"">\n <img src=""https://cf.cjdropshipping.com/16993152/1721751424037163008.jpg"" style=""font-size: 1em;max-width: 100%"">\n <img src=""https://cf.cjdropshipping.com/16993152/1721751424326569984.jpg"" style=""font-size: 1em;max-width: 100%"">\n <img src=""https://cf.cjdropshipping.com/16993152/1721751424615976960.jpg"" style=""font-size: 1em;max-width: 100%"">\n <img src=""https://cf.cjdropshipping.com/16993152/1721751424838275072.jpg"" style=""font-size: 1em;max-width: 100%"">\n</p>",,,taxable,,1,,,0,0,0.08,150,120,20,1,,,,Accessories,,,"https://a2z.spread-tech.com/wp-content/uploads/2024/12/74e7659c-c381-4668-919a-348c64114d35.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/7c5959ff-1ffc-4e27-bac0-1813a50026d5.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/72320c86-3fa7-4807-a8a8-99359437d773.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/3dd6a11c-448d-4b62-a2bb-ddc616235da7.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/fbf1b387-ef2f-45d8-9946-f9c73bddac95.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/b3b97934-321c-4e53-b883-a49153c70a95.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/dccc877d-94b4-47a9-9153-32235f339839.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/b0d84e15-c532-4647-b365-66028e04deed.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/054387ca-9eb6-493a-b19a-444f04ad492b.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/34ce8b35-b538-4c49-b419-cfe9ea5adc41.jpg",,,,,,,,,0,,Color,"Black, Black 2PCS, Black 3PCS, Black 5PCS",1,0,,,,
3571,variation,CJXFLPJY00674-Black,"Distance Measuring Instrument Electronic Measuring Ruler Tape Measure High Definition Digital LCD High Precision Electronic Measuring Ruler Tool - Black",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20.00,,,,https://a2z.spread-tech.com/wp-content/uploads/2024/12/79ff5a4f-cf6d-44b2-a2a2-c83b59ce2986.jpg,,,CJXFLPJY00674,,,,,,0,,Color,Black,,0,,,,
3573,variation,CJXFLPJY00674-Black2PCS,"Distance Measuring Instrument Electronic Measuring Ruler Tape Measure High Definition Digital LCD High Precision Electronic Measuring Ruler Tool - Black 2PCS",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,35.00,,,,https://a2z.spread-tech.com/wp-content/uploads/2024/12/34ce8b35-b538-4c49-b419-cfe9ea5adc41-1.jpg,,,CJXFLPJY00674,,,,,,0,,Color,"Black 2PCS",,0,,,,
3575,variation,CJXFLPJY00674-Black3PCS,"Distance Measuring Instrument Electronic Measuring Ruler Tape Measure High Definition Digital LCD High Precision Electronic Measuring Ruler Tool - Black 3PCS",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,45.00,,,,https://a2z.spread-tech.com/wp-content/uploads/2024/12/b0d84e15-c532-4647-b365-66028e04deed-1.jpg,,,CJXFLPJY00674,,,,,,0,,Color,"Black 3PCS",,0,,,,
3577,variation,CJXFLPJY00674-Black5PCS,"Distance Measuring Instrument Electronic Measuring Ruler Tape Measure High Definition Digital LCD High Precision Electronic Measuring Ruler Tool - Black 5PCS",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,70.00,,,,https://a2z.spread-tech.com/wp-content/uploads/2024/12/62f06a16-7a7b-468d-bb05-d153d189ab85.jpg,,,CJXFLPJY00674,,,,,,0,,Color,"Black 5PCS",,0,,,,
3588,variable,CJZN1334541,"WiFi CAMERA 1080P Bulb 4X Zoom Camera E27 Home 5GWiFi Alarm Monitor",1,0,visible,,"<p>\n <b>Overview：</b>\n <b>\n  <br>\n </b>\n</p>\n<p>\n 1.Automatic tracking\n <br>\n 2. Smooth pan and tilt monitoring\n <br>\n 3. Day and night surveillance\n <br>\n 4. Motion-activated alarm push application\n <br>\n 5. Clear two-way audio\n <br>\n 6. P2P remote access\n <br>\n 7. Put it anywhere, easy installation\n <br>\n 8. TF Card and Cloud Storage Options\n <br>\n 9. Colorful night vision\n <br>\n 10. Support Alexa\n <b>\n  <br>\n </b>\n</p>\n<p>\n <br>\n</p>\n<p>\n <b>Product Information:</b>\n</p>\n<p>\n Model: SK-ZA01-Q\n <br>\n Pixel: 2 million (dpi)\n <br>\n Type: Integrated camera\n <br>\n Style: Dome camera\n <br>\n Image sensor: CMOS\n <br>\n Horizontal resolution: 2 million (TVL)&nbsp;&nbsp;\n <br>\n Minimum illumination: 0.001 (Lux)\n <br>\n Resolution: 1080\n <br>\n Lens: 3.6 (mm)\n <br>\n Signal to noise ratio:&gt; 48 (DB)&nbsp;\n <br>\n Working temperature: -20-40 (℃)&nbsp;\n <br>\n Backlight compensation: support\n <br>\n Size: 1/2 (inch)\n <br>\n Power supply voltage: 220 (V) (V)\n <br>\n Electronic shutter: support\n <br>\n Alarm function: support\n <br>\n Material: ABS\n <br>\n Use environment: indoor\n <br>\n Effective distance: 10M\n <br>\n Surveillance camera lens: 1G3P\n <br>\n Lens focal length: 4.0MM\n <br>\n PTZ control: PTZ\n <br>\n Computer monitoring: WEB\n <br>\n Irradiation distance of infrared lamp: 10M\n <br>\n 2million&nbsp;pixels&nbsp;single light:&nbsp;YIIOT&nbsp;2&nbsp;million&nbsp;(infrared&nbsp;night&nbsp;vision-2.4GWiFi)\n <br>\n 2million&nbsp;pixels&nbsp;dual light: YCC365&nbsp;2&nbsp;million&nbsp;double&nbsp;light&nbsp;(full-color&nbsp;night&nbsp;vision&nbsp;can&nbsp;light&nbsp;up&nbsp;2.4G&nbsp;dual-band&nbsp;WiFi)\n <br>\n</p>\n<p>Note: Memory card not included</p>\n<p>\n <br>\n</p>\n<p>\n <b>Package List:</b>\n <br>\n 1 X Panoramic Camera\n <br>\n 1 X E27 Base\n <br>\n 1 X Manual\n <br>\n <br>\n <b>NOTE:</b>\n <br>\n 1. The bulb camera does not support the 5GHz network, please select the 2.4GHz network to add the device\n <br>\n 2. Please make sure the device is connected to power and your phone is connected to Wifi\n</p>\n<p>\n <br>\n</p>\n<p>\n <img src=""https://cf.cjdropshipping.com/17205696/2407100518340324900.jpg"">\n <br>\n</p>\n<p>\n <img src=""https://cf.cjdropshipping.com/17205696/2407100518340325400.jpg"">\n <br>\n</p>\n<p>\n <img src=""https://cf.cjdropshipping.com/17205696/2407100518340326100.jpg"">\n <img src=""https://cf.cjdropshipping.com/17205696/2407100518340326800.jpg"">\n <img src=""https://cf.cjdropshipping.com/17205696/2407100518340327600.jpg"">\n</p>",,,taxable,,1,,,0,0,0.24,195,105,95,1,,,,electronics,,,"https://a2z.spread-tech.com/wp-content/uploads/2024/12/5ebef5a0-7ce6-4785-87ce-3894da9fe895.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/28f43cd6-f180-4810-9dc5-d38d9a06ca87.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/f427f31c-acf9-48cb-be67-c94a74b9f654.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/a2fc32f7-022c-48db-bf70-f8b4d61babdf.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/2551e410-ae08-4677-aa10-cf05bfc369f4.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/bca3a25a-3016-46bc-9507-f9901616dd70.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/2e287761-00e3-40f3-9c8a-32683cf76ebd.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/91e4505d-a466-4601-8799-d9de91b6e091.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/a41c2d2f-d58d-4162-90c9-84de23e70dd1.jpg, https://a2z.spread-tech.com/wp-content/uploads/2024/12/1a1d0b5e-d06f-4b06-9a49-75ca21ff4dc0.jpg",,,,,,,,,0,,Color,"2.4G single frequency, 2million pixels dual light, 2million pixels single light, Memory card, YIIOT 2million, YIIOT 2million2pcs, YIIOT 2million3pcs, YIIOT 2million4pcs, YIIOT 2million5pcs, YIIOT 2million6pcs",1,0,style,"2million pixels plus 64memor, 128memory card, 8G set, English 1080P, 16G, 64G, 8G, 16G set, Infrared night vision 5GWiFi",1,0
3590,variation,CJZN133454109IR,"WiFi CAMERA 1080P Bulb 4X Zoom Camera E27 Home 5GWiFi Alarm Monitor - 2.4G single frequency, 2million pixels plus 64memor",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,35.00,,,,https://a2z.spread-tech.com/wp-content/uploads/2024/12/3a5a97fe-1d67-432f-bb63-821fc1fa75a5.jpg,,,CJZN1334541,,,,,,0,,Color,"2.4G single frequency",,0,style,"2million pixels plus 64memor",,0
3592,variation,CJZN133454103CX,"WiFi CAMERA 1080P Bulb 4X Zoom Camera E27 Home 5GWiFi Alarm Monitor - 2million pixels dual light, 128memory card",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,40.00,,,,https://a2z.spread-tech.com/wp-content/uploads/2024/12/28f43cd6-f180-4810-9dc5-d38d9a06ca87-1.jpg,,,CJZN1334541,,,,,,0,,Color,"2million pixels dual light",,0,style,"128memory card",,0
3594,variation,CJZN133454115OL,"WiFi CAMERA 1080P Bulb 4X Zoom Camera E27 Home 5GWiFi Alarm Monitor - 2million pixels dual light, 8G set",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,40.00,,,,https://a2z.spread-tech.com/wp-content/uploads/2024/12/bca3a25a-3016-46bc-9507-f9901616dd70-1.jpg,,,CJZN1334541,,,,,,0,,Color,"2million pixels dual light",,0,style,"8G set",,0
3596,variation,CJZN133454102BY,"WiFi CAMERA 1080P Bulb 4X Zoom Camera E27 Home 5GWiFi Alarm Monitor - 2million pixels dual light, English 1080P",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,35.00,,,,https://a2z.spread-tech.com/wp-content/uploads/2024/12/5ebef5a0-7ce6-4785-87ce-3894da9fe895-1.jpg,,,CJZN1334541,,,,,,0,,Color,"2million pixels dual light",,0,style,"English 1080P",,0
